Grattan_record	Symbol	Company	Project	Date start	Completion date	Status	Major industry	Sub-industry	State	Employment Construction	Operation	Contact No.	sheet	Start date	Employment Operation	Change 	Production date	               Employment Construction	End date	Major sector	Sub-sector	Ownership	Capacity	Units	Project detail changes	Statistical Division	Cost_estimate	Lucille_Ownership	Record_date	Cost_estimate_real	Final_status_historical
5337.0	^	WA Main Roads	North West Coastal Hwy: Ashburton River Bridge widening	WA budget commitment 2002/03	NA	Committed	Transport & Storage	Road	Western Australia	NA	NA	832.0	Dec 2002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1e8	Public	2002-12-01	155331412.10374638	Completed
5337.0	NA	WA Main Roads	North West Coastal Hwy: Ashburton River Bridge widening	WA budget commitment 2002/03	NA	Committed	Transport & Storage	Road	Western Australia	NA	NA	805.0	Mar 2003	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1e8	Public	2003-03-01	152907801.41843972	Completed
5337.0	NA	WA Main Roads	North West Coastal Hwy: Ashburton River Bridge widening	WA budget commitment 2003/04	NA	Committed	Transport & Storage	Road	Western Australia	NA	NA	796.0	Jun 2003	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1e8	Public	2003-06-01	149307479.22437674	Completed
5337.0	^	WA Main Roads	North West Coastal Hwy: Ashburton River Bridge widening	WA budget commitment 2003/04	NA	Under construction	Transport & Storage	Road	Western Australia	NA	NA	809.0	Sep 2003	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1e8	Public	2003-09-01	146268656.7164179	Completed
5337.0	NA	WA Main Roads	North West Coastal Hwy: Ashburton River Bridge widening	WA budget commitment 2003/04	NA	Under construction	Transport & Storage	Road	Western Australia	NA	NA	786.0	Dec 2003	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1e8	Public	2003-12-01	144504021.44772118	Completed
5337.0	NA	WA Main Roads	North West Coastal Hwy: Ashburton River Bridge widening	WA budget commitment 	NA	Under construction	Transport & Storage	Road	Western Australia	NA	NA	786.0	Mar 2004	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1e8	Public	2004-03-01	140915032.67973855	Completed
5337.0	NA	WA Main Roads	North West Coastal Hwy: Ashburton River Bridge widening	Mid 2003	Mid 2005 	Under construction	Transport & Storage	Road	Western Australia	NA	NA	786.0	Jun 2004	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1e8	Public	2004-06-01	137851662.40409207	Completed
5337.0	NA	WA Main Roads	North West Coastal Hwy: Ashburton River Bridge widening	Mid 2003	Mid 2005 	Under construction	Transport & Storage	Road	Western Australia	NA	NA	905.0	Sep 2004	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1e8	Public	2004-09-01	135768261.9647355	Completed
5337.0	NA	WA Main Roads	North West Coastal Hwy: Ashburton River Bridge widening	Mid 2003	Mid 2005 	Under construction	Transport & Storage	Road	Western Australia	NA	NA	905.0	Dec 2004	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1e8	Public	2004-12-01	132922318.12577066	Completed
5337.0	NA	WA Main Roads	North West Coastal Hwy: Ashburton River Bridge widening	NA	Mid 2005 	Under construction	Transport & Storage	Road	Western Australia	NA	NA	741.0	Mar 2005	Mid 2003	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1e8	Public	2005-03-01	130508474.57627119	Completed
5352.0	*	WA Main Roads	Widening of York to Merridin Rd	WA budget 2002/03	NA	Under consideration	Transport & Storage	Road	Western Australia	NA	NA	866.0	Jun 2002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14e7	Public	2002-06-01	220966325.03660324	Completed
5352.0	NA	WA Main Roads	Widening of York to Merridin Rd	WA budget 2002/03	NA	Under consideration	Transport & Storage	Road	Western Australia	NA	NA	831.0	Sep 2002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14e7	Public	2002-09-01	219042089.98548618	Completed
5352.0	^	WA Main Roads	Widening of York to Merridin Rd	WA budget commitment 2002/03	NA	Committed	Transport & Storage	Road	Western Australia	NA	NA	832.0	Dec 2002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14e7	Public	2002-12-01	217463976.94524494	Completed
5352.0	NA	WA Main Roads	Widening of York to Merridin Rd	WA budget commitment 2002/03	NA	Committed	Transport & Storage	Road	Western Australia	NA	NA	805.0	Mar 2003	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14e7	Public	2003-03-01	214070921.9858156	Completed
5352.0	NA	WA Main Roads	Widening of York to Merridin Rd	WA budget commitment 2003/04	NA	Committed	Transport & Storage	Road	Western Australia	NA	NA	796.0	Jun 2003	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17e7	Public	2003-06-01	253822714.68144044	Completed
5352.0	^	WA Main Roads	Widening of York to Merridin Rd	WA budget commitment 2003/04	NA	Under construction	Transport & Storage	Road	Western Australia	NA	NA	809.0	Sep 2003	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17e7	Public	2003-09-01	248656716.41791043	Completed
5352.0	NA	WA Main Roads	Widening of York to Merridin Rd	WA budget commitment 2003/04	NA	Under construction	Transport & Storage	Road	Western Australia	NA	NA	786.0	Dec 2003	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17e7	Public	2003-12-01	245656836.46112603	Completed
5352.0	NA	WA Main Roads	Widening of York to Merridin Rd	WA budget commitment 	NA	Under construction	Transport & Storage	Road	Western Australia	NA	NA	786.0	Mar 2004	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17e7	Public	2004-03-01	239555555.55555555	Completed
5352.0	NA	WA Main Roads	Widening of York to Merridin Rd	Mid 2003	Mid 2005 	Under construction	Transport & Storage	Road	Western Australia	NA	NA	786.0	Jun 2004	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17e7	Public	2004-06-01	234347826.0869565	Completed
5352.0	NA	WA Main Roads	Widening of York to Merridin Rd	Mid 2003	Mid 2005 	Under construction	Transport & Storage	Road	Western Australia	NA	NA	905.0	Sep 2004	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17e7	Public	2004-09-01	230806045.34005037	Completed
5352.0	NA	WA Main Roads	Widening of York to Merridin Rd	Mid 2003	Mid 2005 	Under construction	Transport & Storage	Road	Western Australia	NA	NA	905.0	Dec 2004	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17e7	Public	2004-12-01	225967940.81381014	Completed
5352.0	NA	WA Main Roads	Widening of York to Merridin Rd	NA	Mid 2005 	Under construction	Transport & Storage	Road	Western Australia	NA	NA	741.0	Mar 2005	Mid 2003	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17e7	Public	2005-03-01	221864406.77966103	Completed
5352.0	~	WA Main Roads	Widening of York to Merridin Rd	NA	End 2005 	Under construction	Transport & Storage	Road	Western Australia	NA	NA	683.0	Jun 2005	Mid 2003	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17e7	Public	2005-06-01	219473053.89221558	Completed
5352.0	NA	WA Main Roads	Widening of York to Merridin Rd	NA	End 2005 	Under construction	Transport & Storage	Road	Western Australia	NA	NA	706.0	Sep 2005	Mid 2003	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17e7	Public	2005-09-01	217132701.42180094	Completed
5352.0	NA	WA Main Roads	Widening of York to Merridin Rd	NA	End 2005 	Under construction	Transport & Storage	Road	Western Australia	NA	NA	717.0	Dec 2005	Mid 2003	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17e7	Public	2005-12-01	215346650.99882492	Completed
5352.0	NA	WA Main Roads	Widening of York to Merridin Rd	NA	End 2005 	Under construction	Transport & Storage	Road	Western Australia	NA	NA	722.0	Mar 2006	Mid 2003	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17e7	Public	2006-03-01	213589743.58974358	Completed
5352.0	NA	WA Main Roads	Widening of York to Merridin Rd	NA	2006	Under construction	Transport & Storage	Road	Western Australia	NA	NA	757.0	Jun 2006	Mid 2003	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17e7	Public	2006-06-01	210643678.16091955	Completed
5403.0	*	Qld Dept of Main Roads	Bruce Hwy: Innisfail - Cairns (6 lanes)	Mid 2002	NA	Committed	Transport & Storage	Road	Queensland	NA	NA	636.0	Jun 2002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13e7	Public	2002-06-01	205183016.10541728	Completed
5403.0	^	Qld Dept of Main Roads	Bruce Hwy: Innisfail - Cairns (6 lanes)	Mid 2002	NA	Under construction	Transport & Storage	Road	Queensland	NA	NA	596.0	Sep 2002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13e7	Public	2002-09-01	203396226.41509432	Completed
5403.0	NA	Qld Dept of Main Roads	Bruce Hwy: Innisfail - Cairns (6 lanes)	Mid 2002	NA	Under construction	Transport & Storage	Road	Queensland	NA	NA	597.0	Dec 2002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13e7	Public	2002-12-01	201930835.7348703	Completed
5403.0	NA	Qld Dept of Main Roads	Bruce Hwy: Innisfail - Cairns (6 lanes)	Mid 2002	NA	Under construction	Transport & Storage	Road	Queensland	NA	NA	581.0	Mar 2003	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13e7	Public	2003-03-01	198780141.84397164	Completed
5406.0	*	Qld Dept of Main Roads	Realignment of two lanes, Currajah - Pin Gin Hill near Palmerston Hwy	2002	NA	Committed	Transport & Storage	Road	Queensland	NA	NA	636.0	Jun 2002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9e7	Public	2002-06-01	142049780.3806735	Completed
5406.0	^	Qld Dept of Main Roads	Realignment of two lanes, Currajah - Pin Gin Hill near Palmerston Hwy	2002	NA	Under construction	Transport & Storage	Road	Queensland	NA	NA	596.0	Sep 2002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9e7	Public	2002-09-01	140812772.13352683	Completed
5406.0	NA	Qld Dept of Main Roads	Realignment of two lanes, Currajah - Pin Gin Hill near Palmerston Hwy	2002	NA	Under construction	Transport & Storage	Road	Queensland	NA	NA	597.0	Dec 2002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9e7	Public	2002-12-01	139798270.89337176	Completed
5406.0	NA	Qld Dept of Main Roads	Realignment of two lanes, Currajah - Pin Gin Hill near Palmerston Hwy	2002	NA	Under construction	Transport & Storage	Road	Queensland	NA	NA	581.0	Mar 2003	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9e7	Public	2003-03-01	137617021.27659574	Completed
5406.0	NA	Qld Dept of Main Roads	Realignment of two lanes, Currajah - Pin Gin Hill near Palmerston Hwy	2002	NA	Under construction	Transport & Storage	Road	Queensland	NA	NA	573.0	Jun 2003	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9e7	Public	2003-06-01	134376731.30193904	Completed
5406.0	NA	Qld Dept of Main Roads	Realignment of two lanes, Currajah - Pin Gin Hill near Palmerston Hwy	2002	NA	Under construction	Transport & Storage	Road	Queensland	NA	NA	581.0	Sep 2003	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9e7	Public	2003-09-01	131641791.04477611	Completed
5406.0	NA	Qld Dept of Main Roads	Realignment of two lanes, Currajah - Pin Gin Hill near Palmerston Hwy	2002	NA	Under construction	Transport & Storage	Road	Queensland	NA	NA	561.0	Dec 2003	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9e7	Public	2003-12-01	130053619.30294907	Completed
5406.0	NA	Qld Dept of Main Roads	Realignment of two lanes, Currajah - Pin Gin Hill near Palmerston Hwy	2002	NA	Under construction	Transport & Storage	Road	Queensland	NA	NA	561.0	Mar 2004	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9e7	Public	2004-03-01	126823529.41176471	Completed
5408.0	*	Qld Dept of Main Roads	Hervey's Range Development Rd, Townsville - Battery, Devils Marbles	2002	NA	Committed	Transport & Storage	Road	Queensland	NA	NA	636.0	Jun 2002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9e7	Public	2002-06-01	142049780.3806735	Completed
5408.0	^	Qld Dept of Main Roads	Hervey's Range Development Rd, Townsville - Battery, Devils Marbles	2002	NA	Under construction	Transport & Storage	Road	Queensland	NA	NA	596.0	Sep 2002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9e7	Public	2002-09-01	140812772.13352683	Completed
5408.0	NA	Qld Dept of Main Roads	Hervey's Range Development Rd, Townsville - Battery, Devils Marbles	2002	NA	Under construction	Transport & Storage	Road	Queensland	NA	NA	597.0	Dec 2002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9e7	Public	2002-12-01	139798270.89337176	Completed
5408.0	NA	Qld Dept of Main Roads	Hervey's Range Development Rd, Townsville - Battery, Devils Marbles	2002	NA	Under construction	Transport & Storage	Road	Queensland	NA	NA	581.0	Mar 2003	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9e7	Public	2003-03-01	137617021.27659574	Completed
5408.0	NA	Qld Dept of Main Roads	Hervey's Range Development Rd, Townsville - Battery, Devils Marbles	2002	NA	Under construction	Transport & Storage	Road	Queensland	NA	NA	573.0	Jun 2003	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9e7	Public	2003-06-01	134376731.30193904	Completed
5408.0	~	Qld Dept of Main Roads	Hervey's Range Development Rd, Townsville - Battery, Devils Marbles	2002	38504	Under construction	Transport & Storage	Road	Queensland	NA	NA	581.0	Sep 2003	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	42e7	Public	2003-09-01	614328358.2089552	Completed
5408.0	NA	Qld Dept of Main Roads	Hervey's Range Development Rd, Townsville - Battery, Devils Marbles	2002	38504	Under construction	Transport & Storage	Road	Queensland	NA	NA	561.0	Dec 2003	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	42e7	Public	2003-12-01	606916890.080429	Completed
5408.0	NA	Qld Dept of Main Roads	Hervey's Range Development Rd, Townsville - Battery, Devils Marbles	2002	38504	Under construction	Transport & Storage	Road	Queensland	NA	NA	561.0	Mar 2004	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	42e7	Public	2004-03-01	591843137.254902	Completed
5408.0	NA	Qld Dept of Main Roads	Hervey's Range Development Rd, Townsville - Battery, Devils Marbles	2002	38504	Under construction	Transport & Storage	Road	Queensland	NA	NA	561.0	Jun 2004	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	42e7	Public	2004-06-01	578976982.0971867	Completed
5408.0	NA	Qld Dept of Main Roads	Hervey's Range Development Rd, Townsville - Battery, Devils Marbles	2002	38504	Under construction	Transport & Storage	Road	Queensland	NA	NA	655.0	Sep 2004	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	42e7	Public	2004-09-01	570226700.2518891	Completed
5408.0	NA	Qld Dept of Main Roads	Hervey's Range Development Rd, Townsville - Battery, Devils Marbles	2002	38504	Under construction	Transport & Storage	Road	Queensland	NA	NA	655.0	Dec 2004	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	42e7	Public	2004-12-01	558273736.1282368	Completed
5408.0	NA	Qld Dept of Main Roads	Hervey's Range Development Rd, Townsville - Battery, Devils Marbles	NA	38504	Under construction	Transport & Storage	Road	Queensland	NA	NA	544.0	Mar 2005	2002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	42e7	Public	2005-03-01	548135593.2203391	Completed
5409.0	*	Qld Dept of Main Roads	Stoney Camp Rd Interchange, Mt Lindesay Hwy	2002	Mid 2003	Under construction	Transport & Storage	Road	Queensland	NA	NA	636.0	Jun 2002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7e7	Public	2002-06-01	110483162.51830162	Completed
5409.0	NA	Qld Dept of Main Roads	Stoney Camp Rd Interchange, Mt Lindesay Hwy	2002	Mid 2003	Under construction	Transport & Storage	Road	Queensland	NA	NA	596.0	Sep 2002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7e7	Public	2002-09-01	109521044.99274309	Completed
5409.0	NA	Qld Dept of Main Roads	Stoney Camp Rd Interchange, Mt Lindesay Hwy	2002	Mid 2003	Under construction	Transport & Storage	Road	Queensland	NA	NA	597.0	Dec 2002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7e7	Public	2002-12-01	108731988.47262247	Completed
5409.0	NA	Qld Dept of Main Roads	Stoney Camp Rd Interchange, Mt Lindesay Hwy	2002	Mid 2003	Under construction	Transport & Storage	Road	Queensland	NA	NA	581.0	Mar 2003	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7e7	Public	2003-03-01	107035460.9929078	Completed
5410.0	*	Qld Dept of Main Roads	Upgrade of Tin Can Bay Rd	2002	Mid 2003	Under construction	Transport & Storage	Road	Queensland	NA	NA	636.0	Jun 2002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18e7	Public	2002-06-01	284099560.761347	Completed
5410.0	NA	Qld Dept of Main Roads	Upgrade of Tin Can Bay Rd	2002	Mid 2003	Under construction	Transport & Storage	Road	Queensland	NA	NA	596.0	Sep 2002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18e7	Public	2002-09-01	281625544.26705366	Completed
5410.0	NA	Qld Dept of Main Roads	Upgrade of Tin Can Bay Rd	2002	Mid 2003	Under construction	Transport & Storage	Road	Queensland	NA	NA	597.0	Dec 2002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18e7	Public	2002-12-01	279596541.7867435	Completed
5410.0	NA	Qld Dept of Main Roads	Upgrade of Tin Can Bay Rd	2002	Mid 2003	Under construction	Transport & Storage	Road	Queensland	NA	NA	581.0	Mar 2003	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18e7	Public	2003-03-01	275234042.5531915	Completed
5420.0	*	Qld Rail	New rail station, Townsville	2002	NA	Under construction	Transport & Storage	Rail	Queensland	NA	NA	NA	Jun 2002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12e7	Public	2002-06-01	189399707.17423135	Completed
5420.0	NA	Qld Rail	New rail station, Townsville	2002	NA	Under construction	Transport & Storage	Rail	Queensland	NA	NA	NA	Sep 2002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12e7	Public	2002-09-01	187750362.84470245	Completed
5420.0	NA	Qld Rail	New rail station, Townsville	2002	NA	Under construction	Transport & Storage	Rail	Queensland	NA	NA	NA	Dec 2002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12e7	Public	2002-12-01	186397694.52449566	Completed
5420.0	~	Qld Rail	New rail station, Townsville	2002	37773	Under construction	Transport & Storage	Rail	Queensland	NA	NA	NA	Mar 2003	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12e7	Public	2003-03-01	183489361.70212767	Completed
5421.0	*	Queensland Rail	Vintage Fleet upgrade for passenger services	Mid 2002	NA	Committed	Transport & Storage	Rail	Queensland	NA	NA	650.0	Jun 2002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13e7	Public	2002-06-01	205183016.10541728	Completed
5421.0	^	Queensland Rail	Vintage Fleet upgrade for passenger services	Mid 2002	NA	Under construction	Transport & Storage	Rail	Queensland	NA	NA	610.0	Sep 2002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13e7	Public	2002-09-01	203396226.41509432	Completed
5421.0	NA	Queensland Rail	Vintage Fleet upgrade for passenger services	Mid 2002	NA	Under construction	Transport & Storage	Rail	Queensland	NA	NA	611.0	Dec 2002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13e7	Public	2002-12-01	201930835.7348703	Completed
5421.0	NA	Queensland Rail	Vintage Fleet upgrade for passenger services	Mid 2002	NA	Under construction	Transport & Storage	Rail	Queensland	NA	NA	594.0	Mar 2003	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13e7	Public	2003-03-01	198780141.84397164	Completed
5421.0	NA	Queensland Rail	Vintage Fleet upgrade for passenger services	Mid 2002	NA	Under construction	Transport & Storage	Rail	Queensland	NA	NA	588.0	Jun 2003	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13e7	Public	2003-06-01	194099722.99168974	Completed
5422.0	*	Queensland Rail	Rosewood - Helidon regional track relay	2002	Mid 2003	Under construction	Transport & Storage	Rail	Queensland	NA	NA	650.0	Jun 2002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18e7	Public	2002-06-01	284099560.761347	Completed
5422.0	NA	Queensland Rail	Rosewood - Helidon regional track relay	2002	Mid 2003	Under construction	Transport & Storage	Rail	Queensland	NA	NA	610.0	Sep 2002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18e7	Public	2002-09-01	281625544.26705366	Completed
5422.0	NA	Queensland Rail	Rosewood - Helidon regional track relay	2002	Mid 2003	Under construction	Transport & Storage	Rail	Queensland	NA	NA	611.0	Dec 2002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18e7	Public	2002-12-01	279596541.7867435	Completed
5422.0	NA	Queensland Rail	Rosewood - Helidon regional track relay	2002	Mid 2003	Under construction	Transport & Storage	Rail	Queensland	NA	NA	594.0	Mar 2003	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18e7	Public	2003-03-01	275234042.5531915	Completed
5422.0	NA	Queensland Rail	Rosewood - Helidon regional track relay	2002	Mid 2003	Under construction	Transport & Storage	Rail	Queensland	NA	NA	588.0	Jun 2003	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18e7	Public	2003-06-01	268753462.6038781	Completed
5476.0	*	SA Dept of Transport & Urban Planning	City West Connector (Four lane link between Sir Donald Bradman Dve and South Rd)	2002	38139	Under construction	Transport & Storage	Road	South Australia	NA	NA	651.0	Sep 2002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1e8	Public	2002-09-01	156458635.7039187	Completed
5476.0	~^	SA Dept of Transport & Urban Planning	City West Connector (Four lane link between Sir Donald Bradman Dve and South Rd)	Early 2003	37956	Committed	Transport & Storage	Road	South Australia	NA	NA	653.0	Dec 2002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1e8	Public	2002-12-01	155331412.10374638	Completed
5476.0	NA	SA Dept of Transport & Urban Planning	City West Connector (Four lane link between Sir Donald Bradman Dve and South Rd)	Early 2003	37956	Committed	Transport & Storage	Road	South Australia	NA	NA	635.0	Mar 2003	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1e8	Public	2003-03-01	152907801.41843972	Completed
5508.0	*^	SA Dept of Transport & Urban Planning	Upgrade of Torrens Rd between Park Tce and Chief St	37500	37712	Under construction	Transport & Storage	Road	South Australia	NA	NA	651.0	Sep 2002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7e7	Public	2002-09-01	109521044.99274309	Completed
5508.0	NA	SA Dept of Transport & Urban Planning	Upgrade of Torrens Rd between Park Tce and Chief St	37500	37712	Under construction	Transport & Storage	Road	South Australia	NA	NA	653.0	Dec 2002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7e7	Public	2002-12-01	108731988.47262247	Completed
5508.0	NA	SA Dept of Transport & Urban Planning	Upgrade of Torrens Rd between Park Tce and Chief St	37500	37712	Under construction	Transport & Storage	Road	South Australia	NA	NA	635.0	Mar 2003	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7e7	Public	2003-03-01	107035460.9929078	Completed
5571.0	*^	Qld Dept of Main Roads	Upgrade of Storey Bridge, Brisbane	37500	37653	Under construction	Transport & Storage	Road	Queensland	NA	NA	596.0	Sep 2002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6e7	Public	2002-09-01	93875181.42235123	Completed
5571.0	~	Qld Dept of Main Roads	Upgrade of Story Bridge, Brisbane	37500	37653	Under construction	Transport & Storage	Road	Queensland	NA	NA	597.0	Dec 2002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12e7	Public	2002-12-01	186397694.52449566	Completed
5579.0	*	NT Dept of Infrastructure, Planning and Environment	Construction of Wickham Point Rd (linking Channel Island Rd to Wickham Point)	2002	End 2002	Under construction	Transport & Storage	Road	Northern Territory	NA	NA	NA	Sep 2002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8e7	Public	2002-09-01	125166908.56313497	Completed
5581.0	*	NT Dept of Infrastructure, Planning and Environment	Rinke River bridge (Stuart Hwy)	2002	37653	Under construction	Transport & Storage	Road	Northern Territory	NA	NA	NA	Sep 2002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5e7	Public	2002-09-01	78229317.85195935	Completed
5581.0	NA	NT Dept of Infrastructure, Planning and Environment	Rinke River bridge (Stuart Hwy)	2002	37653	Under construction	Transport & Storage	Road	Northern Territory	NA	NA	NA	Dec 2002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5e7	Public	2002-12-01	77665706.05187319	Completed
5790.0	*	NSW Roads and Traffic Authority	Replacement of Redbournberry bridge, Singleton	Early 2003	NA	Committed	Transport & Storage	Road	New South Wales	NA	NA	532.0	Dec 2002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12e7	Public	2002-12-01	186397694.52449566	Completed
